"","Years","LnRgdp_Algeria","LnEnergy_Algeria","res_Algeria","LnRgdp_Angola","LnEnergy_Angola","res_Angola","LnRgdp_Egypt","LnEnergy_Egypt","res_Egypt","LnRgdp_Gabon","LnEnergy_Gabon","res_Gabon","LnRgdp_Nigeria","LnEnergy_Nigeria","res_Nigeria","LnRgdp_Rcongo","LnEnery_RCongo","res_Congo"
"26",2005,8.364149232,0.642819791794334,0.757888006451903,7.966926564,0.135098646863993,0.0184368380269103,7.672208653,0.722510976591623,-0.510572445932246,9.176369852,-2.09607888198694,0.119663123574113,7.527218244,0.597820673964059,-0.276040968162716,7.851380983,-0.478305159384047,-0.109374553957963
"27",2006,8.36629588,0.648290040014194,0.667648145974527,8.040011864,0.177350899784545,0.0239284721123063,7.720687933,0.715513899182257,-0.612582148717284,9.119820301,-1.41331670965964,0.0673523170237988,7.559934621,0.590157670142196,0.0315503433057823,7.878655401,-0.527575231744433,-0.177897129699134
"28",2007,8.384217073,0.648561495876345,0.665491241023136,8.134320932,0.22786609340824,0.132026140325036,7.77164895,0.723670012907372,-1.02991670141725,9.148934007,-1.02632886590081,0.103549875240536,7.597446495,0.572717305301924,0.301251418724296,7.828332809,-1.04200567166816,-0.172401973895752
"29",2008,8.39157101,0.65927255809367,0.764252589257764,8.203071314,0.269250793891737,0.312859443297491,7.822981444,0.738799863904613,-1.81254582503426,9.084552634,-0.727308350874314,0.24926825704258,7.636399904,0.591728631183238,0.522611911472415,7.848227273,-2.35750697933155,-0.0364463760359927
"30",2009,8.390223084,0.667090033059669,0.573483581542472,8.174584566,0.313738281688367,0.11966896814413,7.850013907,0.740833141895406,-0.901935498726801,9.053212765,-0.649002713610198,0.0829808110183071,7.687075569,0.527786476992277,0.349363376216939,7.887426362,-0.775866753975976,-0.223561238195051
"31",2010,8.407539027,0.668501844414832,0.503092987300077,8.185316778,0.333268202886083,0.0549071214973137,7.880358289,0.743533868070836,-0.580934786072369,9.087124731,-0.727308350874314,0.0264874465520483,7.737376394,0.552310545965024,0.241835406325671,7.940832995,-0.247340351938411,-0.245388175602738
"32",2011,8.417295505,0.683209069000302,0.508567314122763,8.183106906,0.341382972002624,0.0439714655242893,7.876710565,0.7466513590331,-0.560344992129769,9.119070121,-0.77206584146751,0.0107455325691717,7.762315278,0.555706352166647,0.22941656378724,7.946522017,-0.204173849893181,-0.232355883873693
"33",2012,8.431214735,0.690299871759731,0.456981006780405,8.2290977,0.348288358734796,0.0243317428694501,7.876581533,0.755155402329736,-0.583303289838537,9.132363695,-0.419165608578249,-0.0539364449603288,7.776933439,0.605633023429138,0.410296807623872,7.957908849,-0.150854290801715,-0.254369822474861
"34",2013,8.43880345,0.685029548530151,0.422811597865628,8.241934956,0.370379518017182,0.0138538313816003,7.875522089,0.75299380979143,-0.525850568580685,9.149426208,-0.356872679971893,-0.0946585784839417,7.814746908,0.616705914405944,0.431142081983422,7.967086053,-0.0225530865526259,-0.247298364166021
"35",2014,8.45576237,0.686223647870664,0.449191058597568,8.254060632,0.353820893436013,0.0234338572766804,7.881669428,0.751671197808989,-0.538433846428751,9.155605372,-0.476915307906318,-0.0807870831551633,7.849284816,0.59551813248353,0.365022394710043,8.008279073,-0.115116145457687,-0.218426381000373
"36",2015,8.471641278,0.687209690656295,0.451084464869288,8.229063019,0.357757135854002,-0.0135606805883017,7.902391279,0.753285261288008,-0.535298110173934,9.16031049,-0.413952491029674,-0.0736274181619031,7.84899225,0.606279220520588,0.397517341074031,8.009562459,-0.0906334839341926,-0.226115597019186
"37",2016,8.482626591,0.686157404716315,0.481388972274757,8.169140965,0.360796140170398,-0.0514058137117325,7.923489455,0.752652391725602,-0.557342985256337,9.150575505,-0.412477251837676,-0.0329273405019179,7.806415503,0.606495527889757,0.408805224039396,7.955768769,-0.0732455144149407,-0.248518056844163
"38",2017,8.475093297,0.686477898340355,0.49947859175659,8.134447042,0.357454336170729,-0.0629453877613638,7.943541357,0.752593945530151,-0.602086535838237,9.127392365,-0.433750283852362,0.0124920518465673,7.788364946,0.602835680480759,0.396689921861262,7.898570753,-0.0924613817001761,-0.243628641864816
