"","LnRgdp_Algeria","LnEnergy_Algeria","res_Algeria","LnRgdp_Angola","LnEnergy_Angola","res_Angola","LnRgdp_Egypt","LnEnergy_Egypt","res_Egypt","LnRgdp_Gabon","LnEnergy_Gabon","res_Gabon","LnRgdp_Nigeria","LnEnergy_Nigeria","res_Nigeria","LnRgdp_Rcongo","LnEnery_RCongo","res_Congo"
"21",8.176835817,0.616762340553303,0.528315311,7.6942243,-0.0927235115897254,-0.40419897,7.591341903,0.684194732054489,0.028513586,9.226247185,-1.34997591579803,0.972598364,7.232494668,0.551904868418544,-0.488228846,7.799322898,0.0584157791282013,-0.636999445
"22",8.193295167,0.619240507743267,0.513197056,7.702411568,0.0471755718562764,-0.384172791,7.60707338,0.697207027501488,0.027626496,9.223530005,-1.59926712484663,0.939916074,7.264870126,0.571337924456331,-0.469719863,7.808107668,-0.0437107858267067,-0.626846972
"23",8.235034504,0.621417402632534,0.514761826,7.797209101,0.0792972883943344,-0.319547282,7.611877018,0.69902350062173,-0.007809782,9.197226763,-1.34997591579803,0.866274315,7.382273701,0.575328996287306,-0.390750003,7.824581867,-0.0137569894143362,-0.662929074
"24",8.291799611,0.622838090357526,0.548887986,7.7928814,0.101570387514779,-0.338990425,7.624726402,0.7080029595847,-0.006625509,9.195190185,-1.59926712484663,0.844455642,7.427798292,0.582485686880235,-0.361693157,7.803941258,-0.0834416550775268,-0.686034538
"25",8.320723216,0.619070229396565,0.538873903,7.862289323,0.129889362033775,-0.29166752,7.646520933,0.71523271959691,-0.00888376,9.176746359,-2.25766748323202,0.800532312,7.490674562,0.583229180660732,-0.332419703,7.808176758,-0.118077618035309,-0.706435232
"26",8.364149232,0.642819791794334,0.548455692,7.966926564,0.135098646863993,-0.247532031,7.672208653,0.722510976591623,-0.035448364,9.176369852,-2.09607888198694,0.732802705,7.527218244,0.597820673964059,-0.342289756,7.851380983,-0.478305159384047,-0.655988246
"27",8.36629588,0.648290040014194,0.531780248,8.040011864,0.177350899784545,-0.180175147,7.720687933,0.715513899182257,-0.022859806,9.119820301,-1.41331670965964,0.663401356,7.559934621,0.590157670142196,-0.343964915,7.878655401,-0.527575231744433,-0.648181736
"28",8.384217073,0.648561495876345,0.508499313,8.134320932,0.22786609340824,-0.101209443,7.77164895,0.723670012907372,-0.001551989,9.148934007,-1.02632886590081,0.662928901,7.597446495,0.572717305301924,-0.367289376,7.828332809,-1.04200567166816,-0.701377406
"29",8.39157101,0.65927255809367,0.488882374,8.203071314,0.269250793891737,-0.049596192,7.822981444,0.738799863904613,0.031695124,9.084552634,-0.727308350874314,0.576049233,7.636399904,0.591728631183238,-0.347940296,7.848227273,-2.35750697933155,-0.699090244
"30",8.390223084,0.667090033059669,0.485930536,8.174584566,0.313738281688367,-0.062306919,7.850013907,0.740833141895406,0.050028339,9.053212765,-0.649002713610198,0.539766276,7.687075569,0.527786476992277,-0.376819337,7.887426362,-0.775866753975976,-0.636598894
"31",8.407539027,0.668501844414832,0.454803246,8.185316778,0.333268202886083,-0.088977589,7.880358289,0.743533868070836,0.034193379,9.087124731,-0.727308350874314,0.516535903,7.737376394,0.552310545965024,-0.351845216,7.940832995,-0.247340351938411,-0.564709723
"32",8.417295505,0.683209069000302,0.466538926,8.183106906,0.341382972002624,-0.103348508,7.876710565,0.7466513590331,0.017659565,9.119070121,-0.77206584146751,0.527355777,7.762315278,0.555706352166647,-0.341020302,7.946522017,-0.204173849893181,-0.567185458
"33",8.431214735,0.690299871759731,0.451363444,8.2290977,0.348288358734796,-0.091375767,7.876581533,0.755155402329736,-0.008045018,9.132363695,-0.419165608578249,0.539719734,7.776933439,0.605633023429138,-0.310018911,7.957908849,-0.150854290801715,-0.581643483
"34",8.43880345,0.685029548530151,0.426939671,8.241934956,0.370379518017182,-0.087670309,7.875522089,0.75299380979143,-0.037284587,9.149426208,-0.356872679971893,0.541897143,7.814746908,0.616705914405944,-0.284011001,7.967086053,-0.0225530865526259,-0.559870917
"35",8.45576237,0.686223647870664,0.43981239,8.254060632,0.353820893436013,-0.093069068,7.881669428,0.751671197808989,-0.03890912,9.155605372,-0.476915307906318,0.524291075,7.849284816,0.59551813248353,-0.27980813,8.008279073,-0.115116145457687,-0.552317148
"36",8.471641278,0.687209690656295,0.44834839,8.229063019,0.357757135854002,-0.123983365,7.902391279,0.753285261288008,-0.024363003,9.16031049,-0.413952491029674,0.52924459,7.84899225,0.606279220520588,-0.276414866,8.009562459,-0.0906334839341926,-0.552831746
"37",8.482626591,0.686157404716315,0.47933608,8.169140965,0.360796140170398,-0.160311014,7.923489455,0.752652391725602,0.017187652,9.150575505,-0.412477251837676,0.541171745,7.806415503,0.606495527889757,-0.297301185,7.955768769,-0.0732455144149407,-0.580083278
"38",8.475093297,0.686477898340355,0.49489989,8.134447042,0.357454336170729,-0.174767415,7.943541357,0.752593945530151,0.059649373,9.127392365,-0.433750283852362,0.537499863,7.788364946,0.602835680480759,-0.29695785,7.898570753,-0.0924613817001761,-0.620323862
