"","Years","LnRgdp_Algeria","LnEnergy_Algeria","res_Algeria","LnRgdp_Angola","LnEnergy_Angola","res_Angola","LnRgdp_Egypt","LnEnergy_Egypt","res_Egypt","LnRgdp_Gabon","LnEnergy_Gabon","res_Gabon","LnRgdp_Nigeria","LnEnergy_Nigeria","res_Nigeria","LnRgdp_Rcongo","LnEnery_RCongo","res_Congo"
"12",1991,8.144272715,3.39498112163788,0.112597146391763,7.872344626,3.09903606489105,-0.103309902158857,7.338901129,3.16569754131422,0.12036277212222,9.351114845,3.56554140668521,-0.0720586870857966,7.301296243,3.28451625590788,0.250249928320997,7.936985335,2.91353074540819,-0.307841257590327
"13",1992,8.138608545,3.39490236464803,0.109273779831753,7.7793875,3.08542214049051,-0.0944750465518489,7.361261064,3.16789046887612,0.111062609591297,9.292635311,3.58533277410403,-0.0399665085626478,7.321353887,3.29128950105139,0.24620772865137,7.935225961,2.89366336851657,-0.332102562959923
"14",1993,8.095168731,3.38557243265968,0.0925620593223852,7.472699702,3.08670551678593,-0.0230903110139625,7.369373852,3.17579177672463,0.0964083835488876,9.304574519,3.60016393665667,-0.0488171299931821,7.275760789,3.28674230855788,0.234912534911548,7.897686731,2.88290893278783,-0.351975536775676
"15",1994,8.065419188,3.35683034561298,0.107637847895215,7.453747254,3.07736534868339,0.00820943139731752,7.388247461,3.1463953077375,0.0965182850601582,9.314696784,3.52671507016418,-0.0901837974092941,7.232509123,3.26186191013567,0.257824162169326,7.813272181,2.79497082911622,-0.380005929112722
"16",1995,8.08361869,3.36850720323049,0.104689422015301,7.561340088,3.06088443165902,-0.0492083732901769,7.413560321,3.16712803034404,0.100532012526611,9.337383511,3.55989467394326,-0.0729502253910813,7.206881615,3.26300579014593,0.25724259039317,7.824186001,2.84715218281105,-0.340305426253824
"17",1996,8.1062672,3.34361664418644,0.0880928625499556,7.6562189,3.05911467394974,-0.063944051735534,7.442111865,3.18684757287162,0.126808083945647,9.347504159,3.56737769211163,-0.053485816888879,7.223098724,3.27136564643575,0.27578943395503,7.837696419,2.80321343553242,-0.37326051182622
"18",1997,8.10105331,3.34775110524955,0.101918583669538,7.69426529,3.05378976283183,-0.0723107259206308,7.475492286,3.19712971333013,0.135421820251231,9.378119194,3.56092097010305,-0.0607969926117111,7.227154018,3.27557588053197,0.286962680990284,7.802605803,2.76679354883004,-0.39119536637871
"19",1998,8.135789277,3.357406763513,0.104238277806181,7.707817766,3.03638399908601,-0.0908174067537438,7.509789957,3.22168392466097,0.152769073395646,9.387451712,3.57938149678227,-0.0421953008419688,7.227727856,3.26653818744474,0.280644140814573,7.810299965,2.75272673985821,-0.404638784420687
"20",1999,8.153125272,3.38298063668213,0.118819167363146,7.696907852,3.04470381071897,-0.0851768134857884,7.548893119,3.22289165471677,0.136576976408143,9.26940519,3.55365130822058,-0.0390706329301601,7.208585534,3.27163927577564,0.285489098227594,7.755158848,2.73038814712287,-0.416637795582936
"21",2000,8.176835817,3.38402241764045,0.126595973500172,7.6942243,3.0417369151987,-0.0736399720337936,7.591341903,3.18978152919347,0.104686552758114,9.226247185,3.54388291706717,-0.022422230932124,7.232494668,3.27813343086535,0.298659826763167,7.799322898,2.7124309539365,-0.433880150055535
"22",2001,8.193295167,3.37848944989691,0.0990594159275224,7.702411568,3.04676231114956,-0.0881834010102202,7.60707338,3.23828614143417,0.131401813814017,9.223530005,3.56740558355813,-0.0152588264961292,7.264870126,3.28993800838947,0.283776143642294,7.808107668,2.75526064891193,-0.410795145877485
"23",2002,8.235034504,3.40578736025408,0.107248343587041,7.797209101,3.05268671060788,-0.116984878929104,7.611877018,3.2444124599602,0.129290625958675,9.197226763,3.64963172023055,0.0678856535107529,7.382273701,3.2930927239315,0.24555122793589,7.824581867,2.7447373860022,-0.432990972063256
"24",2003,8.291799611,3.42983893037448,0.0844496283318021,7.7928814,3.07384938456931,-0.124690726541658,7.624726402,3.25382538855803,0.104779212250389,9.195190185,3.71840290775939,0.107113961321423,7.427798292,3.30804597926806,0.216962677410815,7.803941258,2.81318066384381,-0.388614752772773
"25",2004,8.320723216,3.42942430401303,0.0664167491791669,7.862289323,3.07081435996811,-0.157259963729948,7.646520933,3.28358228654859,0.119016194864414,9.176746359,3.78019125136859,0.165225954370109,7.490674562,3.30920257471483,0.190507555656211,7.808176758,2.82824060076909,-0.383906490339951
"26",2005,8.364149232,3.44272927199176,0.0569088949405319,7.966926564,3.03602662976997,-0.232877134238374,7.672208653,3.35098018300127,0.168822273983242,9.176369852,3.83894795378025,0.214062458889391,7.527218244,3.31558569659819,0.176103568469849,7.851380983,2.85187457038365,-0.38302006204464
"27",2006,8.36629588,3.46958821182844,0.0516676284058563,8.040011864,3.06429629451407,-0.257587418120588,7.720687933,3.36966239648381,0.141766956633374,9.119820301,3.88371666521486,0.244007321367295,7.559934621,3.30665183911177,0.126071757342725,7.878655401,2.96846458035498,-0.30592624562866
"28",2007,8.384217073,3.49151485670564,0.0723960719674682,8.134320932,3.07816099507515,-0.267404559266296,7.77164895,3.39526791723921,0.156449492900404,9.148934007,3.92299571937689,0.278793823672303,7.597446495,3.31082265173573,0.123278141659938,7.828332809,2.89198950832524,-0.363512970933817
"29",2008,8.39157101,3.48920471821787,0.0607732782766482,8.203071314,3.09921903262978,-0.273730311773202,7.822981444,3.40540187645284,0.144326359583572,9.084552634,3.95480717358168,0.32240684941998,7.636399904,3.31219858900521,0.106040586846161,7.848227273,2.90868949061937,-0.359816762353158
"30",2009,8.390223084,3.52534738813693,0.0802897680944654,8.174584566,3.12229699695622,-0.259290616973325,7.850013907,3.40754031156575,0.121485267150528,9.053212765,3.98339739626521,0.343198576514319,7.687075569,3.29088097318299,0.0527844169117455,7.887426362,2.95859943510591,-0.338467411697731
"31",2010,8.407539027,3.50795494376217,0.0573624768960084,8.185316778,3.12783663168706,-0.257348005291979,7.880358289,3.38799116968624,0.0925665502612746,9.087124731,4.02424715530797,0.373628695000652,7.737376394,3.3142521160041,0.0609121011008882,7.940832995,2.98610263608459,-0.327121817966847
"32",2011,8.417295505,3.51967239368466,0.062249046519137,8.183106906,3.12862302155321,-0.259870377716338,7.876710565,3.40156391395007,0.103253742689182,9.119070121,3.89766274857635,0.233682430140018,7.762315278,3.32890281662371,0.0642632049294505,7.946522017,3.11528009231806,-0.203578046561449
"33",2012,8.431214735,3.55720176388357,0.0910210605468832,8.2290977,3.15710000380858,-0.249590541805118,7.876581533,3.40429333249256,0.101360703052225,9.132363695,3.81828921799728,0.145735695973051,7.776933439,3.3414488798318,0.0678461919713768,7.957908849,3.17049701144292,-0.156373109738417
"34",2013,8.43880345,3.56444440578074,0.0806739512450762,8.241934956,3.13997314986516,-0.285851977307325,7.875522089,3.37181164224419,0.0538347192053443,9.149426208,3.98861697083756,0.295685225394517,7.814746908,3.32973669537861,0.0296480473351608,7.967086053,3.1709374547335,-0.173989965872774
"35",2014,8.45576237,3.59554144224444,0.118018326535256,8.254060632,3.15003497108585,-0.268120223425484,7.881669428,3.35920455362561,0.0506571982586469,9.155605372,3.94943015246726,0.265918607478387,7.849284816,3.31904168933249,0.0200262651838837,8.008279073,3.15931285639579,-0.186500174030691
"36",2015,8.471641278,3.57267429709743,0.093155236213747,8.229063019,3.14908537884932,-0.259034361892545,7.902391279,3.37879941687599,0.0668306677427568,9.16031049,3.92392749062371,0.24170884016385,7.84899225,3.33015951754944,0.0339079822446464,8.009562459,3.16694463525579,-0.176568364472454
"37",2016,8.482626591,3.58041346411167,0.0874222766276082,8.169140965,3.1463850321353,-0.254336301228684,7.923489455,3.37000416405312,0.0415867167756966,9.150575505,3.95470230770152,0.265110243676961,7.806415503,3.32633903302757,0.0323805707126717,7.955768769,3.16575487902374,-0.172163506564255
"38",2017,8.475093297,3.58296679342639,0.0880505713067997,8.134447042,3.14850418338602,-0.246147855471137,7.943541357,3.36940021637148,0.0309384403037363,9.127392365,3.94286620653336,0.255955408410392,7.788364946,3.32520132875319,0.0324134325010686,7.898570753,3.16401534733828,-0.16120999705086
